N,DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
3311,31 VALLE,001-CALI,24.0,06,SANTA ISABEL DE HUNGRIA CIUDAD 2000,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,162.0,162.0,0.0,53.82,53.82,34.96,35.08,18.87,18.74,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,302.0,1.0
3312,88 CONSULADOS,155-ARGENTINA,5.0,85,VIERNES BUENOS AIRES CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.72,372.0,,162.0,,,43.55,,36.79,,,,1. Baja,0. Mínima,1. Normal,0. Baja,-372.0,0.0,-372.0,,,,,,,,,,,,
3313,88 CONSULADOS,355-ESPAÑA,3.0,83,MIERCOLES BARCELONA - CONSULADO,5.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.18,418.0,,162.0,,,38.76,,40.63,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-418.0,0.0,-418.0,,,,,,,,,,,,
3314,88 CONSULADOS,355-ESPAÑA,65.0,82,MARTES VALENCIA - CONSULADO,2.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.09,409.0,,162.0,,,39.61,,40.63,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-409.0,0.0,-409.0,,,,,,,,,,,,
3315,01 ANTIOQUIA,001-MEDELLIN,12.0,08,I.E.LA ESPERANZA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,161.0,161.0,0.0,53.31,53.31,54.5,54.73,-1.18,-1.42,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3316,01 ANTIOQUIA,001-MEDELLIN,99.0,A6,IE ANGELA RESTREPO MORENO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,161.0,161.0,0.0,50.47,50.47,54.5,54.73,-4.03,-4.26,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
3317,03 ATLANTICO,001-BARRANQUILLA,2.0,03,IED KARL PARRISH,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,161.0,161.0,0.0,51.77,51.77,45.27,46.24,6.5,5.53,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,SI,360.0,312.0,NO,311.0,311.0,0.0
3318,12 CESAR,001-VALLEDUPAR,90.0,01,IE TEC. INDUSTRIAL PEDRO CASTRO MONSALVO,13.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,39.75,318.0,318.0,161.0,161.0,0.0,50.63,50.63,44.49,44.79,6.14,5.84,1. Baja,1. Baja,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
3319,15 CUNDINAMARCA,031-CAJICA,2.0,06,IED POMPILIO MARTINEZ,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.22,314.0,314.0,161.0,161.0,0.0,51.27,51.27,47.23,47.24,4.04,4.04,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
3320,15 CUNDINAMARCA,031-CAJICA,2.0,08,IE DEPARTAMENTAL SAN GABRIEL,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,161.0,161.0,0.0,50.47,50.47,47.23,47.24,3.24,3.24,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,360.0,319.0,NO,319.0,319.0,0.0
3321,15 CUNDINAMARCA,055-CHIA,2.0,01,COLISEO DE LA LUNA,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,161.0,161.0,0.0,53.31,53.31,50.22,50.59,3.09,2.72,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3322,15 CUNDINAMARCA,109-GIRARDOT,3.0,06,SENA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,161.0,161.0,0.0,52.1,52.1,47.27,47.23,4.83,4.88,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,SI,309.0,309.0,NO,309.0,310.0,0.0
3323,15 CUNDINAMARCA,160-MADRID,1.0,05,LICEO HACIENDA CASABLANCA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,,161.0,,,52.79,,35.43,34.67,,,3. Alta,4. Muy Alta,2. Alta,0. Baja,-305.0,0.0,-305.0,,,,,,,,,,,,
3324,15 CUNDINAMARCA,169-MOSQUERA,1.0,01,NUEVO COLISEO MUNICIPAL,17.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,161.0,161.0,0.0,52.61,52.61,38.95,39.28,13.67,13.33,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
3325,15 CUNDINAMARCA,280-TENJO,0.0,02,IED GENERAL SANTANDER,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,92.22,332.0,322.0,161.0,161.0,0.0,48.49,50.0,46.72,46.75,1.77,3.25,0. Mínima,0. Mínima,1. Normal,2. Alta,-10.0,0.0,-10.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3326,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,25,COLEGIO DISTRITAL DIVINO MAESTRO SEDE A,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,161.0,161.0,0.0,53.67,53.67,37.37,37.64,16.29,16.03,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
3327,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,32,VERBENAL SANTA MARIA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,161.0,161.0,0.0,52.96,52.96,37.37,37.64,15.59,15.32,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,304.0,0.0
3328,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,46,COLEGIO PUREZA DE MARIA,23.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,161.0,161.0,0.0,53.31,53.31,37.37,37.64,15.94,15.67,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3329,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,51,I E AQUILEO PARRA SEDE PRIMARIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,161.0,161.0,0.0,50.79,50.79,37.37,37.64,13.42,13.15,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
3330,16 BOGOTA D.C.,001-BOGOTA. D.C.,2.0,27,COLEGIO DEL ROSARIO DE SANTO DOMINGO,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,161.0,161.0,0.0,50.47,50.47,37.37,37.64,13.1,12.83,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,5.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
3331,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,60,CENTRO COMERCIAL EL EDEN,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,161.0,161.0,0.0,52.27,52.27,37.37,37.64,14.9,14.63,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
3332,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,70,COLEGIO FE Y ALEGRIA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,161.0,161.0,0.0,51.44,51.44,37.37,37.64,14.07,13.8,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
3333,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,70,COLEGIO FE Y ALEGRIA,10.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,161.0,161.0,0.0,53.31,53.31,37.37,37.64,15.94,15.67,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
3334,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A2,COLEGIO CIUDAD DE FOMEQUE,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.67,330.0,330.0,161.0,161.0,0.0,48.79,48.79,37.37,37.64,11.42,11.15,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,330.0,330.0,NO,330.0,330.0,0.0
3335,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,03,HAYUELOS CENTRO COMERCIAL,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,161.0,161.0,0.0,52.44,52.44,37.37,37.64,15.07,14.8,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
3336,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,45,GIMNASIO FIDEL CANO MODELIA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,161.0,161.0,0.0,49.39,49.39,37.37,37.64,12.01,11.75,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
3337,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,08,LOS ALAMOS,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,161.0,161.0,0.0,53.14,53.14,37.37,37.64,15.76,15.5,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3338,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,55,GRAN GRANADA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,161.0,161.0,0.0,51.77,51.77,37.37,37.64,14.4,14.13,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
3339,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,55,GRAN GRANADA,17.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,161.0,161.0,0.0,53.14,53.14,37.37,37.64,15.76,15.5,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3340,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,59,UNICENTRO DE OCCIDENTE,9.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.5,315.0,315.0,161.0,161.0,0.0,51.11,51.11,37.37,37.64,13.74,13.47,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,315.0,315.0,NO,315.0,315.0,0.0
3341,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,61,LEON VALENCIA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.83,327.0,327.0,161.0,161.0,0.0,49.24,49.24,37.37,37.64,11.86,11.6,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,327.0,327.0,NO,327.0,327.0,0.0
3342,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,67,DIVERPLAZA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,161.0,161.0,0.0,52.79,52.79,37.37,37.64,15.41,15.15,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,5.0,NO,NO,305.0,305.0,NO,305.0,305.0,1.0
3343,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,67,DIVERPLAZA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.22,314.0,314.0,161.0,161.0,0.0,51.27,51.27,37.37,37.64,13.9,13.63,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
3344,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,67,DIVERPLAZA,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.28,325.0,325.0,161.0,161.0,0.0,49.54,49.54,37.37,37.64,12.17,11.9,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,325.0,325.0,NO,325.0,325.0,0.0
3345,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,21,NUEVA ZELANDIA,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,161.0,161.0,0.0,53.49,53.49,37.37,37.64,16.12,15.85,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
3346,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,70,COLEGIO MAXIMINO POITIERS,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.33,318.0,318.0,161.0,161.0,0.0,50.63,50.63,37.37,37.64,13.26,12.99,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
3347,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,91,JUAN LOZANO Y LOZANO SEDE B - IED,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,161.0,161.0,0.0,50.79,50.79,37.37,37.64,13.42,13.15,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
3348,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,91,JUAN LOZANO Y LOZANO SEDE B - IED,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.39,329.0,329.0,161.0,161.0,0.0,48.94,48.94,37.37,37.64,11.56,11.3,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,329.0,329.0,NO,329.0,329.0,0.0
3349,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,91,JUAN LOZANO Y LOZANO SEDE B - IED,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.33,318.0,318.0,161.0,161.0,0.0,50.63,50.63,37.37,37.64,13.26,12.99,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
3350,16 BOGOTA D.C.,001-BOGOTA. D.C.,13.0,21,CIUDAD SALITRE,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,161.0,161.0,0.0,52.44,52.44,37.37,37.64,15.07,14.8,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
3351,16 BOGOTA D.C.,001-BOGOTA. D.C.,16.0,30,PRIMAVERA Y GORGONZOLA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,161.0,161.0,0.0,52.1,52.1,37.37,37.64,14.73,14.46,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,309.0,309.0,NO,309.0,309.0,0.0
3352,16 BOGOTA D.C.,001-BOGOTA. D.C.,16.0,35,COLEGIO DISTRITAL SORRENTO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,161.0,161.0,0.0,51.44,51.44,37.37,37.64,14.07,13.8,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
3353,28 SUCRE,001-SINCELEJO,90.0,01,IE CONCENTRACION SIMON ARAUJITO,4.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,37.88,303.0,303.0,161.0,161.0,0.0,53.14,53.14,36.04,35.95,17.09,17.18,3. Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
3354,31 VALLE,001-CALI,14.0,05,IE JOSE MARIA VIVAS BALCAZAR,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,,161.0,,,50.47,,34.96,35.08,,,3. Alta,4. Muy Alta,2. Alta,0. Baja,-319.0,0.0,-319.0,,,,,,,,,,,,
3355,31 VALLE,064-JAMUNDI,4.0,02,COLEGIO GIMNASIO MODERNO DEL V,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,161.0,161.0,0.0,51.94,51.94,31.5,32.32,20.44,19.62,4. Muy Alta,3. Alta,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,311.0,1.0
3356,52 META,005-ACACIAS,1.0,06,CONC ESC RAFAEL POMBO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,161.0,161.0,0.0,53.67,53.67,51.91,51.9,1.75,1.77,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,MAL,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
3357,88 CONSULADOS,250-CANADA,20.0,85,VIERNES VANCOUVER CONSULADO,1.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.23,323.0,,161.0,,,49.85,,50.21,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-323.0,0.0,-323.0,,,,,,,,,,,,
3358,88 CONSULADOS,305-CHILE,5.0,84,JUEVES SANTIAGO CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.67,367.0,,161.0,,,43.87,,43.04,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-367.0,0.0,-367.0,,,,,,,,,,,,
3359,88 CONSULADOS,355-ESPAÑA,3.0,84,JUEVES BARCELONA - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,4.42,442.0,,161.0,,,36.43,,40.63,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-442.0,0.0,-442.0,,,,,,,,,,,,
3360,88 CONSULADOS,465-INGLATERRA,5.0,84,JUEVES LONDRES - CONSULADO,3.0,4.0,ABELARDO DE LA ESPRIELLA,9.999,3.32,332.0,,161.0,,,48.49,,44.41,,,,0. Mínima,0. Mínima,1. Normal,0. Baja,-332.0,0.0,-332.0,,,,,,,,,,,,
3361,01 ANTIOQUIA,001-MEDELLIN,8.0,08,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,160.0,160.0,0.0,52.29,52.29,54.5,54.73,-2.21,-2.44,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
3362,03 ATLANTICO,001-BARRANQUILLA,35.0,05,CENTRO COMERCIAL JARDIN DEL RIO,22.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,306.0,160.0,160.0,0.0,52.12,52.29,45.27,46.24,6.85,6.05,1. Baja,1. Baja,2. Alta,2. Alta,-1.0,0.0,-1.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
3363,05 BOLIVAR,001-CARTAGENA,18.0,06,CENTRO COMERCIAL PARQUE HEREDIA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,329.0,160.0,160.0,0.0,49.54,48.63,33.92,33.76,15.61,14.87,3. Alta,2. Media,1. Normal,1. Normal,0.0,6.0,6.0,SI,BUENO,NO,6.0,NO,NO,330.0,329.0,NO,329.0,329.0,0.0
3364,05 BOLIVAR,001-CARTAGENA,22.0,07,CENTRO COMERCIAL LA GRAN MANZANA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,160.0,160.0,0.0,49.69,49.69,33.92,33.76,15.77,15.93,3. Alta,3. Alta,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3365,15 CUNDINAMARCA,031-CAJICA,2.0,05,SALON COMUNAL BARRIO GRANJITAS,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,160.0,160.0,0.0,52.12,52.12,47.23,47.24,4.88,4.88,0. Mínima,0. Mínima,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
3366,16 BOGOTA D.C.,001-BOGOTA. D.C.,1.0,58,UNIVERSIDAD DE AMERICA SEDE POSGRADOS,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,160.0,160.0,0.0,49.38,49.38,37.37,37.64,12.01,11.74,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
3367,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,71,COLEGIO JEAN PIAGET,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,160.0,160.0,0.0,52.46,52.46,37.37,37.64,15.09,14.82,3. Alta,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,305.0,305.0,NO,305.0,305.0,0.0
3368,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,73,COL. TERESA MARTINEZ DE VARELA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.78,316.0,316.0,160.0,160.0,0.0,50.63,50.63,37.37,37.64,13.26,12.99,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,316.0,316.0,NO,316.0,316.0,0.0
3369,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,93,COLEGIO INTEGRACION MODERNA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,160.0,160.0,0.0,51.61,51.61,37.37,37.64,14.24,13.97,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
3370,16 BOGOTA D.C.,001-BOGOTA. D.C.,9.0,35,SALITRE PLAZA,28.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,160.0,160.0,0.0,50.16,50.16,37.37,37.64,12.78,12.52,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
3371,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,54,BOLIVIA,13.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,160.0,160.0,0.0,51.45,51.45,37.37,37.64,14.07,13.81,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,312.0,1.0
3372,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,77,COLEGIO LESTONAC,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.44,322.0,322.0,160.0,160.0,0.0,49.69,49.69,37.37,37.64,12.32,12.05,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,322.0,322.0,NO,322.0,322.0,0.0
3373,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,81,PARQUE SAN ANDRES,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,160.0,160.0,0.0,51.78,51.78,37.37,37.64,14.41,14.14,2. Media,2. Media,2. Alta,2. Alta,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,309.0,309.0,NO,309.0,309.0,0.0
3374,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,84,BOSQUES DE MARIANA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,92.22,332.0,332.0,160.0,160.0,0.0,48.19,48.19,37.37,37.64,10.82,10.55,2. Media,2. Media,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,332.0,332.0,NO,332.0,332.0,0.0
3375,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,91,COLEGIO GARCES NAVAS SEDE B,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,93.33,336.0,336.0,160.0,160.0,0.0,47.62,47.62,37.37,37.64,10.25,9.98,2. Media,1. Baja,1. Normal,1. Normal,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,336.0,336.0,NO,336.0,336.0,0.0
3376,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,79,CANCHAS MULTIPLES CAMINOS DE SAN LORENZO,29.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,316.0,160.0,160.0,0.0,50.47,50.63,37.37,37.64,13.1,12.99,2. Media,2. Media,2. Alta,2. Alta,-1.0,0.0,-1.0,SI,BUENO,NO,6.0,NO,NO,316.0,316.0,NO,316.0,316.0,0.0
